original title,body_title,body_stem_title,body_lem_title,body_desc,body_stem_desc,body_lem_desc,classification,País,Idioma,Origem,original description,Data de publicação
"COVID-19 e menos letal que AIDS, dengue, sifilis, tuberculose e febre amarela.",covid menos letal aids dengue sifilis tuberculose febre amarela,covid men letal aids deng sifil tuberculos febr amarel,covid menos letal aids dengue sifilil tuberculose febre amarelo,covid letalidade menor voc compara n mero mortes n mero infectados apesar disso covid mata pessoas total,covid letal menor voc comp n mer mort n mer infect apes diss covid mat pesso total,covid menos letal aids dengue sifilil tuberculose febre amarelo,Enganoso,Brasil,Português,Redes Sociais,"Segundo o Ministério da Saúde do Brasil e especialistas consultados pelo Aos Fatos, as informações são falsas e podem piorar a condição do paciente. As informações nas mídias sociais omitem que ainda não existe medicamento ou tratamento para curar o COVID-19.",16/03/2020
Pessoas protestam contra a prisao de mulher que se recusou a usar mascara em Barcelona.,pessoas protestam contra prisao mulher recusou usar mascara barcelona,pesso protest contr prisa mulh recus usar masc barcelon,pessoa protestar contra prisao mulher recusar usar mascara barcelono,pessoas protesto conspirat rio negou pandemia covid n contra pris pessoas,pesso protest conspirat rio neg pandem covid n contr pris pesso,pessoa protestar contra prisao mulher recusar usar mascara barcelono,Enganoso,Brasil,Português,"Meio de comunicação, Redes Sociais","A imagem é de uma reportagem da emissora brasileira RBS publicada antes da pandemia do coronavírus e de qualquer caso registrado em todo o mundo. O homem é Walter Hugo Balestra Pombo, paciente com enfisema pulmonar admitido na UTI do hospital Moinhos de Vento em Porto Alegre devido a tratamento para enfisema pulmonar.",28/03/2020
O sol inativa SARS-CoV-2 no corpo.,sol inativa sars cov corpo,sol inat sars cov corp,sol inativo sars cov corpo,publica cita estudo muitos erros metodol gicos,public cit estud muit erros metodol gic,sol inativo sars cov corpo,Enganoso,Brasil,Português,Redes Sociais,"Diferentemente do que as publicações nas redes sociais sugerem, a liberação de cloroquina para o tratamento do COVID-19 não ocorreu de forma irrestrita. A garantia também não veio da Anvisa (Agência Nacional de Vigilância Sanitária). De fato, uma nota informativa do Ministério da Saúde do Brasil publicada em 27 de março autorizou o uso do medicamento e indicou sua dosagem apenas para pacientes hospitalizados em estado grave. Em outras palavras, o padrão do Ministério não permite que o medicamento seja vendido em farmácias ou prescrito pelos médicos para qualquer tratamento contra a doença resultante do novo coronavírus.",30/03/2020
Mulher usa mascara de protecao no oceano.,mulher usa mascara protecao oceano,mulh usa masc proteca ocean,mulher usar mascara protecer oceano,imagem manipulada digitalmente,imag manipul digital,mulher usar mascara protecer oceano,Falso,Brasil,Português,Redes sociais,"No discurso completo de Ryan, o diretor sustenta que as quarentenas devem ser acompanhadas por ações preventivas de informação e, no caso de pessoas doentes, devem ocorrer em outros locais além de suas próprias casas. Em nenhum momento ele duvida ou nega a eficácia da medida.",07/04/2020
"Argentina, Venezuela e Cuba nao forneceram ajuda de emergencia a populacao.",argentina venezuela cuba nao forneceram ajuda emergencia populacao,argentin venezuel cub nao fornec ajud emergenc populaca,argentino venezuelo cubo nao fornecer ajuda emergencio populacao,argentina adotou programa transfer ncia renda cidad venezuela cuba oferecem benef cios preservar sal rio caso perda emprego,argentin adot program transf nci rend cidad venezuel cub oferec benef cios preserv sal rio cas perd empreg,argentino venezuelo cubo nao fornecer ajuda emergencio populacao,Falso,Brasil,Português,Redes sociais,"Segundo os dados do ISS (Istituto Superiore di Sanità), agência governamental italiana, até 24/3/20 (dados mais recentes) o país não havia registrado uma morte infantil devido ao novo coronavírus. De fato, as vítimas mais jovens do país estavam na faixa etária de 30 a 39 anos.",24/03/2020
"O CDC (Centro de Controle de Doencas) dos Estados Unidos admitiu apenas 6% das mortes registradas, onde na verdade de COVID-19.",cdc centro controle doencas estados unidos admitiu apenas mortes registradas onde verdade covid,cdc centr control doenc estad unid admit apen mort registr onde verdad covid,cdc centro controle doenca estado unir admitir apenas morte registrar onde verdade covid,dados cdc disseram apenas pessoas morreram sars cov n outras comorbidades n significa apenas pessoas morreram covid dados dizem algo conhecido especialistas desde in cio pessoas comorbidades correm risco morrer doen,dad cdc diss apen pesso morr sars cov n outr comorb n signif apen pesso morr covid dad diz algo conhec especial desd in cio pesso comorb corr risc morr doen,cdc centro controle doenca estado unir admitir apenas morte registrar onde verdade covid,Falso,Brasil,Português,Redes Sociais,"A foto compartilhada com informações incorretas é do cruzeiro Costa Fascinosa. A empresa responsável pelo navio informou que todos os passageiros no Brasil são da América do Sul. O navio deixou a Itália em 17/11/19, passou pela França e Espanha e está na costa brasileira desde 2/12/19, dois meses antes de a Itália confirmar seu primeiro caso de coronavírus.",12/03/2020
Nenhum morador de rua morreu de COVID-19,nenhum morador rua morreu covid,nenhum morador rua morr covid,nenhum morador rua morrer covid,n h dados compilados mortes covid moradores rua pa s s paulo sozinha registrou mortes,n h dad compil mort covid morador rua pa s s paul sozinh registr mort,nenhum morador rua morrer covid,Falso,Brasil,Português,Meio de comunicação,"O documento do Banco Mundial a que a publicação se refere não faz essa afirmação. O texto, que trata da gestão de riscos e da facilitação do comércio em meio à pandemia, menciona apenas a redução temporária da alíquota do imposto de importação de produtos anti-sépticos adotada pelo Brasil como um exemplo de “melhores práticas para lidar com o COVID-19”.",04/03/2020
Bill Gates previu que vacinas contra COVID-19 vao matar ou machucar 700 mil pessoas,bill gates previu vacinas contra covid vao matar machucar mil pessoas,bill gat prev vacin contr covid vao mat machuc mil pesso,bill gate prever vacina contra covid ir matar machucar mil pessoa,fala bill gates retirada contexto empres rio falava cen rio hipot tico falta testes rigorosos poderia trazer efeitos adversos graves n mero elevado pessoas,fal bill gat retir context empres rio fal cen rio hipot tic falt test rigor pod traz efeit advers grav n mer elev pesso,bill gate prever vacina contra covid ir matar machucar mil pessoa,Falso,Brasil,Português,"WhatsApp, Redes Sociais",O boletim é falso e não há evidências científicas que mostrem que a água potável evite o coronavírus,30/01/2020
3 voluntarios de vacina contra a COVID-19 morreram,voluntarios vacina contra covid morreram,voluntari vacin contr covid morr,voluntario vacina contra covid morrer,n h nenhum registro morte causado vacinas contra covid teste brasil,n h nenhum registr mort caus vacin contr covid test brasil,voluntario vacina contra covid morrer,Falso,Brasil,Português,WhatsApp,"O Ministério da Cidadania, responsável pelo programa, negou em suas redes sociais a divulgação e afirmou que anunciava apenas a inclusão de 1,2 milhão de famílias no Bolsa Família, programa nacional de transferência condicionada de renda. Mensagens circulando no WhatsApp com este link de informações erradas para sites falsos.",12/03/2020
Creolina pode ser usada como tratamento para COVID-19,creolina pode ser usada tratamento covid,creolin pod ser usad tratament covid,creolina poder ser usar tratamento covid,creolina produto t xico pode causar morte ingerido,creolin produt t xic pod caus mort inger,creolina poder ser usar tratamento covid,Falso,Brasil,Português,Redes sociais,"As informações são enganosas ao comparar o número de casos nas primeiras semanas de COVID-19 no Brasil com os oito meses acumulados de gripe suína. Nos 28 dias desde sua chegada ao país, o novo coronavírus infectou 1.891 pessoas e matou 34; O H1N1 infectou 627 pessoas e matou uma no primeiro mês.",23/03/2020
Melancias importadas da China estao vindo contaminadas com COVID-19,melancias importadas china estao vindo contaminadas covid,melanc import chin esta vind contamin covid,melancia importar china estar vir contaminar covid,n h nenhum registro melancia contaminada covid,n h nenhum registr melanc contamin covid,melancia importar china estar vir contaminar covid,Falso,Brasil,Português,Redes sociais,Dois regulamentos de emergência já foram aprovados pelo governo de Israel que restringem o movimento de pessoas de todas as idades. Também é falso que a economia e o sistema de saúde do país não estejam sendo afetados pela pandemia. O governo estimou que o PIB do país não crescerá este ano e alertou para a falta de respiradores nos hospitais.,24/03/2020
"Fatima Bezerra, governadora do Rio Grande do Norte,  decretou o distanciamento entre carros para combater a COVID-19",fatima bezerra governadora rio grande norte decretou distanciamento carros combater covid,fatim bezerr govern rio grand nort decret distanc carr combat covid,fatima bezerro governadora rio grande norte decretar distanciamento carro combater covid,medida tomada rede supermercados evitar contatos pessoas chegando saindo estabelecimento,med tom red supermerc evit contat pesso cheg saind estabelec,fatima bezerro governadora rio grande norte decretar distanciamento carro combater covid,Falso,Brasil,Português,Redes sociais,As mensagens são enganosas ao tratar dois conjuntos diferentes de dados como se fossem a mesma coisa: o diagnóstico de mortes suspeitas em 3/4/20 e o número total de mortes pelo novo coronavírus confirmado no Estado.,04/04/2020
Relatorio oficial do governo alemao comprova que medidas de isolamento social e mascaras sao ineficazes contra Covid-19,relatorio oficial governo alemao comprova medidas isolamento social mascaras sao ineficazes contra covid,relatori oficial govern alema comprov med isol social masc sao ineficaz contr covid,relatorio oficial governo alemao comprovar medida isolamento social mascara ser ineficaz contra covid,funcion rio minist rio interior alemanha usou papel timbrado governo alem publicar opini es sobre doen n trata posicionamento governo relat rio oficial,funcion rio minist rio interior alemanh usou papel timbr govern alem public opin es sobr doen n trat posicion govern relat rio oficial,relatorio oficial governo alemao comprovar medida isolamento social mascara ser ineficaz contra covid,Falso,Brasil,Português,"Redes Sociais, WhatsApp, YouTube","Nas gravações, as pessoas aparecem cuspindo e esfregando fluidos contaminados em bancos, paredes e elevadores. Das cinco gravações, Aos Fatos identificou que três não têm nada a ver com a atual pandemia. As outras duas não tiveram sua origem ou contexto identificado.",01/04/2020
"Empresas chinesas se aproveitaram da COVID-19 para comprar empresas estatais paulistas e redes de televisao com intermediacao do governador de Sao Paulo, Joao Doria",empresas chinesas aproveitaram covid comprar empresas estatais paulistas redes televisao intermediacao governador sao paulo joao doria,empres chines aproveit covid compr empres estat paulist red televisa intermediaca govern sao paul joa dor,empresa chinês aproveitar covid comprar empresa estatal paulista rede televisao intermediacao governador sair paulo joao doria,nenhuma empresas mencionadas texto comprada chineses exce terminal containers porto paranagu adquirido ainda logo qualquer rela pandemia,nenhum empres mencion text compr chines exce terminal containers port paranagu adquir aind log qualqu rel pandem,empresa chinês aproveitar covid comprar empresa estatal paulista rede televisao intermediacao governador sair paulo joao doria,Falso,Brasil,Português,Redes sociais,"A imagem mostra caixões de imigrantes mortos na tragédia na ilha de Lampedusa em 2013. O Aos Fatos não encontrou evidências de que a emissora tenha usado o registro fora de seu contexto original. O G1, site que faz parte do Grupo Globo, negou informações erradas que circularam em março e atribuiu a mesma imagem de caixões à pandemia.",03/04/2020
